Question Title,Description,Accepted Answer,Label
"Is there a way to create rules, actions, message schemas programatically in IBM Watson IoT platform?","Is there a way to create rules, actions, message schemas from a program using REST APIs?
I want a simple rule to be configured like  do some action. Can this be done programatically?Also, Can this value  be configured somewhere instead of hard-coding in the rule?Are you trying to create the rules so they appear in the real-time dashboard in Watson?  If not, you should be able to create an application with logic.  Have you tried the Node-RED sample that comes with boilerplate, it has logic similar to what you mention and you can customize it. Before RealTime Insights was merged into iot platform we had a specific API to manage rules and actions. Since the merge was applied, it seems that the RTI API is not available anymore. ","Are you trying to create the rules so they appear in the real-time dashboard in Watson?  If not, you should be able to create an application with logic.  Have you tried the Node-RED sample that comes with boilerplate, it has logic similar to what you mention and you can customize it. Before RealTime Insights was merged into iot platform we had a specific API to manage rules and actions. Since the merge was applied, it seems that the RTI API is not available anymore. ",1
AWS Android PubSub,I cannot get  to run. I have replaced all the necessary credentials. How can I set publishing and subscribing using my Android device on Amazon IoT? I have seen every link available on the web but still cannot get it to work. Here is an idea of my project:The company is creating air filters that transmit data on regular basis through BLE module to the android app. Now I have to use this app to publish data to Amazon IoT as soon as it gets data from the BLE.And my console message:I am sorry for asking a question based on such few credentials. I figured out the actual problem. The steps given in the official  are correct but you need to consider some options below in case you encounter errors:,"I am sorry for asking a question based on such few credentials. I figured out the actual problem. The steps given in the official  are correct but you need to consider some options below in case you encounter errors:Don't use the default value of keystore credentials as written in the readme file. Create your own Keystore and then put those new credentials and alias in the app. After the last step which is creating a policy in IoT , I would recommend creating a thing and a certificate and attach this policy to that certificate. This was the problem that occurred in my case.",1
stream data via tcp/ip and send it via HTTP GET/POST request. iPhone Webserver,"For a project I am working on, I need to get data from an iPhone app ""SensorLog"".
With SensorLog you can read out sensor data of your iOS device and send it via email as csv file, stream it via tcp/ip, and send it via HTTP GET/POST requestI need to stream it via tcp/ip, and send it via HTTP GET/POST request to my local computer.  below is configuration screen on phone. 
 I have set up a Apache Web Server and PHP in my local system. QUESTION
**  1. What should I put in URL of the app in iPhone
2. How do I receive the data in my local system  **I am really new to this. I need to further work on data but but unable to get the ""Stream of Data"". Please help. If your  is dealing with  through the  then you have to deal with the  and you should change your  to:Your  should look like: 
Which will result this content in your :

If your working on a local server then your domain is:  or .","If your  is dealing with  through the  then you have to deal with the  and you should change your  to:Your  should look like: 
Which will result this content in your :

If your working on a local server then your domain is:  or .",1
Our own web Services vs IoT`s APIs to have highest security,"I have two scenarios for implementing IoT devices and I want to know which one has most security? Because I am a programmer and I have bit knowledge on network issues is to implement IoT devices and have modification and configuration from outside of local network. Assume we have IoT device in smart house and I want to change its configuration from outside of house by changing some parameters.NOW: 
On the below picture indicates with red color on the left. Writing our own web services and make it accessible by setting up ""static ip"" and and using ""Port Forwarding"" + SSH in order to have high secure connection.In this story, user write static ip on address bar from outside of smart house and connect to web services and can have modificationnow my question is if this way can harmful for our firewall and network?
If this way open firewall port permanantly?
If all users can send request so do we have attackers that can attack other devices or not?We can have our authentication to have more safty. 
On the below picture indicates with blue color on the right. In this scenario we are using APIs from IoT company instead of writing our own services and user send request to IoT Company and on the our smart house we have gateway from IoT company which send request for instance per 1 second to check if ther is any on IoT company server or not and if there is any so make a modification.Because in this scenario Iot Company might to use DHCP IP instead of static ip , is it possible to have some hurt to fire wall?Because I am not sure but I think firewall will be opened whenever ther is any request so is it possible that this way is more secure? If possible, I would suggest not opening any port on the IoT device. This does create a lot of worries as the question suggests.Instead, would it make sense in your case to have the IoT device poll a web service for instructions? You could use web sockets or long-polling if it's important for the devices to be highly responsive to incoming requests.Mahsa's description is not detailed enough, so i decided to add some more information... otherwise it would be a  discussion.The  uses port forwarding. This port can be used by everybody in the internet. Security is based on the software and implementation of that webservice. Which has to be maintained good and updated regulary.The  does a polling from a internet-server, maintained by the manufacturer (Philips). The local IoT-gateway initiates a TCP/HTTP-rest-request to the philips-hue server in the internet. The firewall/NAT does not need to be changed at all.  is not 100% correct, it's a NAT-firewall which accepts only packets from request destination of Philips-server (SPI) about how networks, firewall and NAT works in most environments before making assumptions:What is ""safety"" in your case? You have to define what you want to protect. In this case it's the local network,so that no intrusion is possible. The detailed questions  are: port-forwarding or  port-restricted/symmetric NAT and SPI? pattern user ⇒ firewall ⇒ own webservice ⇒ gateway or  pattern user ⇒ Philips-server  firewall  gateway security is based on higher layer 5-7 or  based on lower layers 3+4The picture should tell that the ""own web service"" can  directly talk to the IoT-device. It has to talk over the gateway/bridge with the IoT-device.
This means you have to setup a local webserver parallel to the IoT-gateway. Costs, effort and the maintennance of such local webservice... is it really needed to have a secure scenario?and some arguments would be nice. Perhaps you find also some other security issues E,F,G,H... let us know. ","If possible, I would suggest not opening any port on the IoT device. This does create a lot of worries as the question suggests.Instead, would it make sense in your case to have the IoT device poll a web service for instructions? You could use web sockets or long-polling if it's important for the devices to be highly responsive to incoming requests.Mahsa's description is not detailed enough, so i decided to add some more information... otherwise it would be a  discussion.The  uses port forwarding. This port can be used by everybody in the internet. Security is based on the software and implementation of that webservice. Which has to be maintained good and updated regulary.The  does a polling from a internet-server, maintained by the manufacturer (Philips). The local IoT-gateway initiates a TCP/HTTP-rest-request to the philips-hue server in the internet. The firewall/NAT does not need to be changed at all.  is not 100% correct, it's a NAT-firewall which accepts only packets from request destination of Philips-server (SPI) about how networks, firewall and NAT works in most environments before making assumptions:What is ""safety"" in your case? You have to define what you want to protect. In this case it's the local network,so that no intrusion is possible. The detailed questions  are: port-forwarding or  port-restricted/symmetric NAT and SPI? pattern user ⇒ firewall ⇒ own webservice ⇒ gateway or  pattern user ⇒ Philips-server  firewall  gateway security is based on higher layer 5-7 or  based on lower layers 3+4The picture should tell that the ""own web service"" can  directly talk to the IoT-device. It has to talk over the gateway/bridge with the IoT-device.
This means you have to setup a local webserver parallel to the IoT-gateway. Costs, effort and the maintennance of such local webservice... is it really needed to have a secure scenario?and some arguments would be nice. Perhaps you find also some other security issues E,F,G,H... let us know. ",1
How do I select Cloudant data from a Node-red msg.payload?,"I have to read data from a cloudant db. The resultant msg.payload has values like these:
I tried using msg.payload._id but it is not working. It shows the result as just ""{}""The problem is the payload object is an array object (which makes sense for a result set returned from a database query)You need to include the array index in the debug node output filterThis will give  from the first entry in the array",The problem is the payload object is an array object (which makes sense for a result set returned from a database query)You need to include the array index in the debug node output filterThis will give  from the first entry in the array,1
OMA firmware update using Leshan server: Where to save the files?,"I'm quite new to the world of the IOT (protocols). I want to update some devices remotely (they will be installed about 8000km away from my working place). I have found out that LWM2M would fit to my scope.Because the internet connection there is not stable and the bandwidth is low, I have decided to also install a Raspberry Pi to collect the data of the sensors and to install a Leshan server to trigger the updates.I have tested the devices and I can register them to the Leshan server on the Pi, read some data, and reboot the devices. The problem is, I don't know where to save my binary file for the update, so that the device can download them.I tried following steps:The response of the server is 404 [Not Found].I have looked for any API to find out where I can save the .bin file, but without success. And because nobody seems to have had a similar error, I start thinking I have missed some points.Where do I have to save the files on the Raspbery Pi, so that I can perform an update?I found a solution for the problem I exposed above.I use from the californium-project the demo-app  (Ref. )Note: You have to checkout to the git-branch 2.0.x to use it.To run the leshan server and the file-server on the same machine I had to change the port of one of the server using the file .
I decide to change the ones of the file-server to 5685 and 5686When both server runs I can insert in  something like:Probably there are better solution for it, but for a coap/lwm2m beginner like it works very well. Note: If you  have bigger file to transfer you can also change the property MAX_RESOURCE_BODY_SIZEI hope this may help somebody.Regards,Elvys","I found a solution for the problem I exposed above.I use from the californium-project the demo-app  (Ref. )Note: You have to checkout to the git-branch 2.0.x to use it.To run the leshan server and the file-server on the same machine I had to change the port of one of the server using the file .
I decide to change the ones of the file-server to 5685 and 5686When both server runs I can insert in  something like:Probably there are better solution for it, but for a coap/lwm2m beginner like it works very well. Note: If you  have bigger file to transfer you can also change the property MAX_RESOURCE_BODY_SIZEI hope this may help somebody.Regards,Elvys",1
Exception: The speech privacy policy was not accepted prior to attempting a speech recognition,"From where do I have to accept the speech recognition policy?Here is the codeIt is a setting under Speech, Inking and Typing. 
First, go to Settings and click ""Time & Language"". 
Next, select ""Speech"" from the menu on the left.
After that, press ""Speech, inking & typing privacy settings"".
Just press the button called ""Get to know me"".

Then, click the popup to turn the setting on.

After that, any software that uses the Speech Recognition API will work.A helpful way to tell users to turn on would be...Open this setting in ShellExecute as url ""ms-settings:privacy-speech"".","It is a setting under Speech, Inking and Typing. 
First, go to Settings and click ""Time & Language"". 
Next, select ""Speech"" from the menu on the left.
After that, press ""Speech, inking & typing privacy settings"".
Just press the button called ""Get to know me"".

Then, click the popup to turn the setting on.

After that, any software that uses the Speech Recognition API will work.A helpful way to tell users to turn on would be...Open this setting in ShellExecute as url ""ms-settings:privacy-speech"".",1
Can't visualize sensor data using Bluemix IoT Foundation,"When trying to use the  to visualize data from my device which is registered to the IoT Foundation  I am not seeing any data on the graph. When I try and publish the following:... I get a blank visualization 
Send the data in JSON format (the visualization displays numerical data):Documentation on this format can be found here: ",Send the data in JSON format (the visualization displays numerical data):Documentation on this format can be found here: ,1
Is REST API over SSH possible?,"I am designing an API for  communication between an IoT device and a client. A must is that that the client-device connection is  and no man-in-the middle can temper the communication or attack the devices, including the routing server. The network diagram is the following:The clients must be able to execute commands on the IoT devices via an API server running on each IoT device. The routing server only tunnels the requests, but .My question is:What protocol should I use to implement this scheme?I am a little confused over . 
I don't need direct access to the device's shell, I need a layer of abstraction, provided by an API running on the IoT device. If SSH is not an option, can I securely route requests and execute commands on the IoT device from the  in any other way?The way to do it is just to use HTTPS and certificate pinning (this is very similar to what SSH does under the hood).On the first request to the IoT device, the user pins the device's certificate - after confirming that it is the correct one.Once we have the certificate we just expose the REST API over the insecure proxy. Everything from then on is handled by the TLS protocol automatically.The security guarantees are the same, as with the SSH protocol.Rest API designed to interact under HTTP protocol.
SSH protocol is completely different than HTTP.Because method calling way are different.You can achieve encryption with HTTPS and you can still bind authentication to OS (pam).Otherwise you can make SSH tunnel Host to Host and do HTTP calls. (Sure, you can automate all process)","The way to do it is just to use HTTPS and certificate pinning (this is very similar to what SSH does under the hood).On the first request to the IoT device, the user pins the device's certificate - after confirming that it is the correct one.Once we have the certificate we just expose the REST API over the insecure proxy. Everything from then on is handled by the TLS protocol automatically.The security guarantees are the same, as with the SSH protocol.Rest API designed to interact under HTTP protocol.
SSH protocol is completely different than HTTP.Because method calling way are different.You can achieve encryption with HTTPS and you can still bind authentication to OS (pam).Otherwise you can make SSH tunnel Host to Host and do HTTP calls. (Sure, you can automate all process)",1
Duplicate Lifecycle Events,"I am building a web app that uses AWS IoT lifecycle events and logs device connection/disconnection.
Using AWS IoT rules, I am sending all events to a lambda and after some validation I'm saving all lifecycle events to a DynamoDB table. I'm aware that messages may be delayed, out of order and duplicates may happen.
I am validating for all these scenarios, so my connection log is as accurate as possible.My question is: Is it possible for duplicate messages to come with a distinct timestamp? Such as a disconnection being sent twice with the same  but a different timestamp?Just some guessesReference: ","Just some guessesMQTT QoS 1 implies the ""You might receive duplicate messages."" thing. The message could be resend by one side if no ack is received from the other side. Thus, it is the same old message, and the timestamp would not change.The timestamp field refers to the time the event occurred, not the time the message is sent. Thus, it should remain the same value.Reference: ",1
Centralized WebUI on node-red with multiple raspberry pi,"I have a question regarding node-red, before jumping on it.
I find a big difficultly to get a home-automation tool such as node-red, to get working multiple raspberry pi nodes.On the master I use django(brain)+angular(web-ui)+pigpio-library to interconnect the master pi with slaves.
Basically using pigpio I can send from the master  or  signals to slave without any other tool. In node-red or home-assistant, both use mqqt to send or receive information regarding sensors or manipulate gpio`s.Can I have with node-red a centralized interface installed ok master pi, and from there to act upon a gpio on slave pi?thank you
GeorgeYou can use the  node on a central Node-RED instance to control GPIO pins on remote pi's.You just need to make sure that pigpiod is configured to listen on the external interface and that the firewall will not block access.",You can use the  node on a central Node-RED instance to control GPIO pins on remote pi's.You just need to make sure that pigpiod is configured to listen on the external interface and that the firewall will not block access.,1
Bluemix IoT service: Limit on number of applications bound to it,"I am getting below error when trying to bind an application to IoTF service. The binding is successful when I unbind service from another app and then bind the service to this app. But with service already bound to 4 apps, I get this error when I try to bind the service to 5th app. I was not able to see such a constraint mentioned in documentation of IoT service. Hence just wanted to check if this is something I have overlooked somewhere or is this a bug in the service or in the documentation. If yes to latter is this already logged and has a resolution ETA?IoTF now Internet of Things Platform has these constraints for free plan: In your case seems that you are facing the error when you bind the 5th application that is not included in constraint list. 
In order to do a deep investigation you should open a new ticket
 you open a ticket via one of the two following options which allow you to request a severity for your support request:The  - this is available from the user avatar in the upper right corner of the main Bluemix UI.  After opening the support widget panel, select Get Help > Get In Touch, then select the type of assistance you need and fill out the support form.The Support Site '' form - a separate site is made available for ticket submission for cases when you cannot log into Bluemix and access the Support Widget.  Go to  and fill in the support request form.","IoTF now Internet of Things Platform has these constraints for free plan: In your case seems that you are facing the error when you bind the 5th application that is not included in constraint list. 
In order to do a deep investigation you should open a new ticket
 you open a ticket via one of the two following options which allow you to request a severity for your support request:The  - this is available from the user avatar in the upper right corner of the main Bluemix UI.  After opening the support widget panel, select Get Help > Get In Touch, then select the type of assistance you need and fill out the support form.The Support Site '' form - a separate site is made available for ticket submission for cases when you cannot log into Bluemix and access the Support Widget.  Go to  and fill in the support request form.",1
How to connect Arduino-Uno IOT recipe to MQTT over WiFi WPA,"This IOT Foundation recipe for Arduino Uno provides a way to connect to the MQTT server on Bluemix via the Ethernet client, but how can I do this using the Arduino Wifi shield with WPA secured wifi connection.See this example:
Use the Wifi packageSet the WifiClient to the IPStack
WiFiClient c;
IPStack ipstack(c);and then build your connection as in source code.","See this example:
Use the Wifi packageSet the WifiClient to the IPStack
WiFiClient c;
IPStack ipstack(c);and then build your connection as in source code.",1
what are the difference between particle.publish event and particle.subscribe event in particle.cloud?,"what exactly does particle.publish and particle.subscribe event do in particle.cloud api .I was sort of confused over their application while building android application for internet of thing product.Publish an event through the Particle Cloud that will be forwarded to all registered callbacks, subscribed streams of Server-Sent Events, and other devices listening via Particle.subscribe().This feature allows the device to generate an event based on a condition. For example, you could connect a motion sensor to the device and have the device generate an event whenever motion is detected.Subscribe to events published by devices.This allows devices to talk to each other very easily. For example, one device could publish events when a motion sensor is triggered and another could subscribe to these events and respond by sounding an alarm.To use Particle.subscribe(), define a handler function and register it in setup().References:","Publish an event through the Particle Cloud that will be forwarded to all registered callbacks, subscribed streams of Server-Sent Events, and other devices listening via Particle.subscribe().This feature allows the device to generate an event based on a condition. For example, you could connect a motion sensor to the device and have the device generate an event whenever motion is detected.Subscribe to events published by devices.This allows devices to talk to each other very easily. For example, one device could publish events when a motion sensor is triggered and another could subscribe to these events and respond by sounding an alarm.To use Particle.subscribe(), define a handler function and register it in setup().References:",1
Does Windows iOT Core provide the normal Api,"Windows IoT Core runs Universal Windows Platform apps using the Universal API Contract (which includes  and  and  classes) as well as IoT specific contracts such as the Low Level Contract (which includes , etc.)See  for more details on Windows IoT.
See  on MSDN for more information about how IoT fits in with other Windows 10 devices.","Windows IoT Core runs Universal Windows Platform apps using the Universal API Contract (which includes  and  and  classes) as well as IoT specific contracts such as the Low Level Contract (which includes , etc.)See  for more details on Windows IoT.
See  on MSDN for more information about how IoT fits in with other Windows 10 devices.",1
Lightweight M2M server deployment?,Both Wakaama and Leshan should work on a Raspberry,Both Wakaama and Leshan should work on a Raspberry,1
How to calculate the power consumption in contiki,"In cooja simulator I the executed the power trace program for my mote and got the resultsThe above is the one line of my power trace program's result , For example if my mote is skymote , what is the values of   IN THE BELOW FORMULA how to apply the ENERGEST_TYPE_CPU , ENERGEST_TYPE_LPM , ENERGEST_TYPE_LISTEN , ENERGEST_TYPE_TRANSMIT     values in the  and i also dont' know the  in the power trace result .The original paper is [1], but you probably want to read [2] or [3], because IMO they go into more details, especially about the accuracy.[1] A. Dunkels, F. Osterlind, N. Tsiftes, and Z. He, “Software-based on-line energy estimation for sensor nodes,” in Proceedings of the 4th workshop on Embedded networked sensors (EmNets 2007), 2007, pp. 28–32.[2] C. Haas, J. Wilke, and V. Stöhr, “Realistic Simulation of Energy Consumption in Wireless Sensor Networks,” in Wireless Sensor Networks, vol. 7158, no. 7158, G. Picco and W. Heinzelman, Eds. Berlin, Heidelberg: Springer, 2012, pp. 82–97.[3] P. Hurni, B. Nyffenegger, T. Braun, and A. Hergenroeder, “On the accuracy of software-based energy estimation techniques,” in Proceedings of the 8th European Conference on Wireless Sensor Networks (EWSN 2011), 2011, pp. 49–64.The value of this variables shows the number of  ticks between  and  for different states, e.g. radio rx, tx, cpu and lpm (low power mode).From this variables you can calculate the energy spent in those states. shows all rtime ticks in the MCU ON mode. is the result of: shows all rtime ticks in the low power mode.
 shows all rtime ticks when radio transfer data.
 shows all rtime ticks when radio receive data.
 shows rtime ticks in the last cycle you printed powertrace output and the other last variables in the same manner. Now after you get the rtime ticks in each states you can calculate the power consumed for eache mote by using cpu ticks you get from powertrace output. ","The original paper is [1], but you probably want to read [2] or [3], because IMO they go into more details, especially about the accuracy.[1] A. Dunkels, F. Osterlind, N. Tsiftes, and Z. He, “Software-based on-line energy estimation for sensor nodes,” in Proceedings of the 4th workshop on Embedded networked sensors (EmNets 2007), 2007, pp. 28–32.[2] C. Haas, J. Wilke, and V. Stöhr, “Realistic Simulation of Energy Consumption in Wireless Sensor Networks,” in Wireless Sensor Networks, vol. 7158, no. 7158, G. Picco and W. Heinzelman, Eds. Berlin, Heidelberg: Springer, 2012, pp. 82–97.[3] P. Hurni, B. Nyffenegger, T. Braun, and A. Hergenroeder, “On the accuracy of software-based energy estimation techniques,” in Proceedings of the 8th European Conference on Wireless Sensor Networks (EWSN 2011), 2011, pp. 49–64.The value of this variables shows the number of  ticks between  and  for different states, e.g. radio rx, tx, cpu and lpm (low power mode).From this variables you can calculate the energy spent in those states. shows all rtime ticks in the MCU ON mode. is the result of: shows all rtime ticks in the low power mode.
 shows all rtime ticks when radio transfer data.
 shows all rtime ticks when radio receive data.
 shows rtime ticks in the last cycle you printed powertrace output and the other last variables in the same manner. Now after you get the rtime ticks in each states you can calculate the power consumed for eache mote by using cpu ticks you get from powertrace output. ",1
Read sensor data from ThingSpeak with MIT App Inventor,"I've been trying to build an android IOT app using MIT App Inventor. It's supposed to read the voltage value from my NodeMCU device and display it. I think the values should be transmitted to ThingSpeak database channels and I did that just fine. But I can't find one single tutorial on how to read back the values in ThingSpeak on my Android application in all the articles about Bluetooth communication between Arduino and the smartphone, I was wondering how to do that with internet connection. I need a simple example on how to send a sensor data to ThingSpeak and show it on my android application..this is by far the best tutorial I've found to build an app around thingspeak data and arduino wifi",this is by far the best tutorial I've found to build an app around thingspeak data and arduino wifi,1
How to Connect Arduino to pubnub cloud using esp8266?,"I am trying to interface arduino to the pubnub cloud by using esp8266, please suggest me the best solution to push data from arduino kit to cloud and also to get the same data to devices from cloud.Here is  on how to use PubNub with the ESP8266Note that this uses custom firmware, not standard Arduino. According to  you can now use regular Arduino directly, meaning you should be able to use PubNub's .","Here is  on how to use PubNub with the ESP8266Note that this uses custom firmware, not standard Arduino. According to  you can now use regular Arduino directly, meaning you should be able to use PubNub's .",1
Which is the best approach for the below use case using Hadoop ecosystem?,"I don't see anything wrong with that pipeline, and if it's meeting your needs...you're golden.You might want to read a bit on Kafka; maybe Google ""Kafka vs. Flume"". You might find Kafka compelling, depending on your constraints.","I don't see anything wrong with that pipeline, and if it's meeting your needs...you're golden.You might want to read a bit on Kafka; maybe Google ""Kafka vs. Flume"". You might find Kafka compelling, depending on your constraints.",1
Sending Sensor data to azure iot suite using gprs module with raspberry pi or arduino,"I have a raspberry pi 2 and sim900 gsm/gprs module. I have to send some sensors data to azure iot suite's remote monitoring application for monitoring and control. We can not provide ethernet or wifi at the site. The only option is using gsm/gprs module. I have searched a lot but couldn't find any material about this. 
And would it be possible to achieve this using arduino instead of rpi.yes, this is possible with arduino and RPi.If you use a SIM900 module, make sure you have the latest firmware and you can use SSL.Here you can find a program I made to send data to my Azure IoT Hub via HTTPS using SIMCOM Modules (SIM800, SIM900...): To upload the data to your IoT Hub via HTTPS using a SIM900 module you need:The commands I use to send data to Azure using HTTPS with the SIM900 moudle are:InitializationData transmissionI don't see SIM900 GPRS module listed in windows IoT compatible list , so I'm supposing it's not officially supported.Otherwise, you can port an Linux kernel/distribution to rapspberry pi, which has a ready-to-use pppd dial service. When you have your device connected to web, use the windows iot c client  to connect to Azure IoT Hub.","yes, this is possible with arduino and RPi.If you use a SIM900 module, make sure you have the latest firmware and you can use SSL.Here you can find a program I made to send data to my Azure IoT Hub via HTTPS using SIMCOM Modules (SIM800, SIM900...): To upload the data to your IoT Hub via HTTPS using a SIM900 module you need:The commands I use to send data to Azure using HTTPS with the SIM900 moudle are:InitializationData transmissionI don't see SIM900 GPRS module listed in windows IoT compatible list , so I'm supposing it's not officially supported.Otherwise, you can port an Linux kernel/distribution to rapspberry pi, which has a ready-to-use pppd dial service. When you have your device connected to web, use the windows iot c client  to connect to Azure IoT Hub.",1
Can not connect to Local Web UI of Kura,"I want to install Kura in my computer (ubuntun 14.04, JDK1.7) with eclipse. I followed . My problem is I can not connect to localhost:8080.In console of eclipse, I inputted 'ss' and its outputs arecomment 'ls' gaveIs there anybody ever had this problem may help me, please. Thank you in advanceI had the same problem... The answer was I downloaded the wrong package.
There are 2 Developers Workspaces for download. On the left side without the WebUI.
Try to download the Developers Workspace on the right side (Extended Downloads)   I can see that you have lots of  or  bundles, which should be  after Kura started. This might be the reason of fail activation of  service. Because the web service might depends on other bundles or services.So if you still haven't solve it yet, try followings:If you still don't know why, post it here and we can discuss it.Hope this solve your problem, cheers","I had the same problem... The answer was I downloaded the wrong package.
There are 2 Developers Workspaces for download. On the left side without the WebUI.
Try to download the Developers Workspace on the right side (Extended Downloads)   I can see that you have lots of  or  bundles, which should be  after Kura started. This might be the reason of fail activation of  service. Because the web service might depends on other bundles or services.So if you still haven't solve it yet, try followings:If you still don't know why, post it here and we can discuss it.Hope this solve your problem, cheers",1
Can MQTT broker be configured to send data to subscribers at a different rate?,"I am new to MQTT and working with the mosquitto broker and development libraries. I have a usecase where different subscribers may want to subscribe to a given topic but would want the data at different rates. So, subscriber1 may want it only on change from the previous value while subscriber2 may want it on a fixed cadence, say, every few mins/seconds.Is there a way to configure that in the mosquitto broker? Or any other broker that supports it?With or without MQTT, on PubNub you would need two separate channels: one for delta data and one for regular cadence data and there are three strategies you can employ.The clients wanting only the data changes would subscribe to . The subscribers wanting a regular cadence of data would subscribe to both  and .The publisher would publish data at the regular cadence on  and , publish to . So both types of subscribers get the data they want.Another option with PubNub, you could use  a meta-data value equal to ""1"" if the value has changed from the previous and ""0"" if the value is the same as the last value published. The values would only be published to one channel, .Clients that want all the data would subscribe like normal. But for clients that only want changes,  to only receive messages with that meta-data key set to ""1"". The client inits PubNub as usual, adds the listener (to receive published messages) and subscribes to the channel , but also sets a filter.And now this client will only have messages sent to it if the data has changed while the client without the filter will get all data that is published at the regular cadence.Using  the solution is very similar to the first. The publisher will publish values on a channel named  as long as the data is the same. If the value changes, it will be published to a channel named . The dots () in the channel names are important because clients will be able to subscribe using a wildcard - the asterisk ().Clients that only want changes in the value will subscribe to .And clients that want all of the value in a cadence will subscribe to both of the channels using a wildcard subscribe.This just means that data published to any channel that starts with  and has some  name - , ,  - will receive that data.No, there is no way to configure mosquitto (or any full fledged broker that I am aware of) to do that, it will deliver every message sent to a topic to all subscribers at the rate the publisher sends new messages.If you really must have this feature then the best you could do is probably take something like mosca () and use the hooks it provides to build your own broker, but it would be a nasty hack and it still wouldn't normally redeliver the same message if no new one had arrived for the constant cadence problemBut it would be so much easier to just keep a little state in the clients to throw duplicates away messages and and event loop that just processed the last message if a new one hadn't arrived yet.","With or without MQTT, on PubNub you would need two separate channels: one for delta data and one for regular cadence data and there are three strategies you can employ.The clients wanting only the data changes would subscribe to . The subscribers wanting a regular cadence of data would subscribe to both  and .The publisher would publish data at the regular cadence on  and , publish to . So both types of subscribers get the data they want.Another option with PubNub, you could use  a meta-data value equal to ""1"" if the value has changed from the previous and ""0"" if the value is the same as the last value published. The values would only be published to one channel, .Clients that want all the data would subscribe like normal. But for clients that only want changes,  to only receive messages with that meta-data key set to ""1"". The client inits PubNub as usual, adds the listener (to receive published messages) and subscribes to the channel , but also sets a filter.And now this client will only have messages sent to it if the data has changed while the client without the filter will get all data that is published at the regular cadence.Using  the solution is very similar to the first. The publisher will publish values on a channel named  as long as the data is the same. If the value changes, it will be published to a channel named . The dots () in the channel names are important because clients will be able to subscribe using a wildcard - the asterisk ().Clients that only want changes in the value will subscribe to .And clients that want all of the value in a cadence will subscribe to both of the channels using a wildcard subscribe.This just means that data published to any channel that starts with  and has some  name - , ,  - will receive that data.No, there is no way to configure mosquitto (or any full fledged broker that I am aware of) to do that, it will deliver every message sent to a topic to all subscribers at the rate the publisher sends new messages.If you really must have this feature then the best you could do is probably take something like mosca () and use the hooks it provides to build your own broker, but it would be a nasty hack and it still wouldn't normally redeliver the same message if no new one had arrived for the constant cadence problemBut it would be so much easier to just keep a little state in the clients to throw duplicates away messages and and event loop that just processed the last message if a new one hadn't arrived yet.",1
Is GpioPinDriveMode.InputPullUp and GpioPinDriveMode.InputPullDown Supported?,"When writing a Windows Universal App to run on a Raspberry Pi 2 with Windows 10 IoT I would like to have my input pin as a PullDown input.  The GpioPinDriveMode enumeration includes input pullup and input pulldown as shown .  My concern is that the Visual Studio 2015 intellisense is showing a ""not supported"" tool tip when using the pullup or pulldown enumeration.  Is it in fact not supported ?The short answer to your question is yes - but you can also always verify this in your code as well.E.g., in C#:HTH.","The short answer to your question is yes - but you can also always verify this in your code as well.E.g., in C#:if (buttonPin.IsDriveModeSupported(GpioPinDriveMode.InputPullUp))blah, blah, blahHTH.",1
detect the identity of the MQTT clients and a Mosquitto broker in IoT scenario?,"I am new to  and ,, using mosquitto broker, tried to extend the broker in java for the IoT application...Is there any algorithm to detect the identity of a mqtt client and a broker???Assuming you are talking about authenticating both the MQTT clients and broker then this is possible using Mutual TLS authentication.Details of how to configure TLS support for mosquitto can be found in the  for the configuration file.The important options are:How you configure the client will depend on which library/language you are using",Assuming you are talking about authenticating both the MQTT clients and broker then this is possible using Mutual TLS authentication.Details of how to configure TLS support for mosquitto can be found in the  for the configuration file.The important options are:How you configure the client will depend on which library/language you are using,1
